date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:18:21	45549/45549	---M--	200	added ('OK')	image/jpeg	etag:%22b1ed-63e1c75758665%22	http://localhost:8080/wp-content/uploads/2025/09/WhatsApp-Image-2025-09-06-at-12.56.10_52cded4c.jpg	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/WhatsApp-Image-2025-09-06-at-12.56.10_52cded4c.jpg	(from http://localhost:8080/index.php/experience/)
02:18:22	315934/315934	---M--	200	added ('OK')	image/jpeg	etag:%224d21e-63e1c6275daf0%22	http://localhost:8080/wp-content/uploads/2025/09/1757049631378-scaled.jpg	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/1757049631378-scaled.jpg	(from http://localhost:8080/index.php/experience/)
02:18:41	124477/124477	---M--	200	added ('OK')	image/jpeg	etag:%221e63d-63e1c7712a127%22	http://localhost:8080/wp-content/uploads/2025/09/WhatsApp-Image-2025-09-06-at-12.56.12_4fd1a567.jpg	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/WhatsApp-Image-2025-09-06-at-12.56.12_4fd1a567.jpg	(from http://localhost:8080/index.php/experience/)
02:18:42	123468/123468	---M--	200	added ('OK')	image/jpeg	etag:%221e24c-63e1c7e3b5922%22	http://localhost:8080/wp-content/uploads/2025/09/WhatsApp-Image-2025-09-06-at-12.58.52_e6883d07.jpg	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/WhatsApp-Image-2025-09-06-at-12.58.52_e6883d07.jpg	(from http://localhost:8080/index.php/experience/)
02:18:43	318510/318510	---M--	200	added ('OK')	image/jpeg	etag:%224dc2e-63e1c620bf8b1%22	http://localhost:8080/wp-content/uploads/2025/09/1757049631342.jpg	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/1757049631342.jpg	(from http://localhost:8080/index.php/experience/)
02:19:00	107698/107698	---M--	200	added ('OK')	image/jpeg	etag:%221a4b2-63e1cffe650a3%22	http://localhost:8080/wp-content/uploads/2025/09/WhatsApp-Image-2025-09-06-at-13.35.12_7e1ffde2.jpg	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/WhatsApp-Image-2025-09-06-at-13.35.12_7e1ffde2.jpg	(from http://localhost:8080/index.php/experience/)
02:19:06	151665/151665	---M--	200	added ('OK')	image/jpeg	etag:%2225071-63e1c80bab499%22	http://localhost:8080/wp-content/uploads/2025/09/WhatsApp-Image-2025-09-06-at-12.56.11_429a662d.jpg	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/WhatsApp-Image-2025-09-06-at-12.56.11_429a662d.jpg	(from http://localhost:8080/index.php/experience/)
02:19:07	37868/37868	---M--	200	added ('OK')	image/jpeg	etag:%2293ec-63e1d15e63b4f%22	http://localhost:8080/wp-content/uploads/2025/09/WhatsApp-Image-2025-09-06-at-13.40.15_e64a9a32.jpg	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/WhatsApp-Image-2025-09-06-at-13.40.15_e64a9a32.jpg	(from http://localhost:8080/index.php/experience/)
02:19:10	5860/5860	---M--	200	added ('OK')	application/json	date:Sat,%2006%20Sep%202025%2020:19:07%20GMT	http://localhost:8080/index.php/wp-json/wp/v2/pages/18	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/wp/v2/pages/18.json	(from http://localhost:8080/index.php/contact/)
02:19:11	2157/2157	---M--	200	added ('OK')	application/json	date:Sat,%2006%20Sep%202025%2020:19:10%20GMT	http://localhost:8080/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Findex.php%2Fcontact%2F	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/oembed/1.0/embed8345.json	(from http://localhost:8080/index.php/contact/)
02:19:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sat,%2006%20Sep%202025%2020:19:12%20GMT	http://localhost:8080/?p=18	G:/website/MyLocalSite/localhost_8080/index0735.html	(from http://localhost:8080/index.php/contact/)
02:19:13	2311/2311	---M--	200	added ('OK')	text/xml	date:Sat,%2006%20Sep%202025%2020:19:12%20GMT	http://localhost:8080/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Findex.php%2Fcontact%2F&format=xml	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/oembed/1.0/embedf006	(from http://localhost:8080/index.php/contact/)
02:19:15	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:19:14%20GMT	http://localhost:8080/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	G:/website/MyLocalSite/localhost_8080/wp-includes/js/jquery/jquery.minf43b.js	(from http://localhost:8080/)
02:19:16	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:19:15%20GMT	http://localhost:8080/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	G:/website/MyLocalSite/localhost_8080/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://localhost:8080/)
02:19:29	301393/301393	---M--	200	added ('OK')	image/jpeg	etag:%2249951-63e1cf1eeb6c5%22	http://localhost:8080/wp-content/uploads/2025/09/WhatsApp-Image-2025-09-06-at-13.31.02_7dcc3ad2.jpg	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/WhatsApp-Image-2025-09-06-at-13.31.02_7dcc3ad2.jpg	(from http://localhost:8080/index.php/experience/)
02:19:31	172445/172445	---M--	200	added ('OK')	image/jpeg	etag:%222a19d-63e1d15af35b4%22	http://localhost:8080/wp-content/uploads/2025/09/WhatsApp-Image-2025-09-06-at-13.39.33_0a729f21.jpg	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/WhatsApp-Image-2025-09-06-at-13.39.33_0a729f21.jpg	(from http://localhost:8080/index.php/experience/)
02:19:33	15796/15796	UR-MC-	200	added ('OK')	application/json	date:Sat,%2006%20Sep%202025%2020:19:29%20GMT	http://localhost:8080/index.php/wp-json/wp/v2/pages/8	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/wp/v2/pages/8.json	(from http://localhost:8080/)
02:19:35	889819/889819	---M--	200	added ('OK')	image/jpeg	etag:%22d93db-63e1c633ba1f6%22	http://localhost:8080/wp-content/uploads/2025/09/1757049631396.jpg	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/1757049631396.jpg	(from http://localhost:8080/index.php/experience/)
02:19:35	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:19:33%20GMT	http://localhost:8080/xmlrpc.php?rsd	G:/website/MyLocalSite/localhost_8080/xmlrpc0db0.php	(from http://localhost:8080/)
02:19:37	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:19:36%20GMT	http://localhost:8080/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2F	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/oembed/1.0/embed2f5c.json	(from http://localhost:8080/)
02:19:42	72080/72080	---M--	200	added ('OK')	font/woff2	etag:%2211990-63e1e9ea055f8%22	http://localhost:8080/wp-content/themes/author-personal-blog/fonts/Roboto-LightItalic.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/fonts/Roboto-LightItalic.woff2	(from http://localhost:8080/wp-content/themes/author-personal-blog/style.css?ver=6.8.2)
02:19:43	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:19:42%20GMT	http://localhost:8080/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2F&format=xml	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/oembed/1.0/embed698f	(from http://localhost:8080/)
02:19:47	196708/-1	---M--	200	added ('OK')	application/json	date:Sat,%2006%20Sep%202025%2020:19:16%20GMT	http://localhost:8080/index.php/wp-json/	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/index.html	(from http://localhost:8080/)
02:19:47	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:19:47%20GMT	http://localhost:8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3GUBGEe.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3GUBGEe.woff2	(from http://localhost:8080/)
02:19:48	71480/71480	---M--	200	added ('OK')	font/woff2	etag:%2211738-63e1e9ea015a5%22	http://localhost:8080/wp-content/themes/author-personal-blog/fonts/Roboto-Italic.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/fonts/Roboto-Italic.woff2	(from http://localhost:8080/wp-content/themes/author-personal-blog/style.css?ver=6.8.2)
02:19:48	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:19:48%20GMT	http://localhost:8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3iUBGEe.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3iUBGEe.woff2	(from http://localhost:8080/)
02:19:50	100728/100728	---M--	200	added ('OK')	font/woff	etag:%2218978-63e1e9ea040b9%22	http://localhost:8080/wp-content/themes/author-personal-blog/fonts/Roboto-LightItalic.woff	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/fonts/Roboto-LightItalic.woff	(from http://localhost:8080/wp-content/themes/author-personal-blog/style.css?ver=6.8.2)
02:19:50	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:19:50%20GMT	http://localhost:8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3CUBGEe.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3CUBGEe.woff2	(from http://localhost:8080/)
02:19:58	65660/65660	---M--	200	added ('OK')	font/woff2	etag:%221007c-63e1e9ea015a5%22	http://localhost:8080/wp-content/themes/author-personal-blog/fonts/Roboto-Light.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/fonts/Roboto-Light.woff2	(from http://localhost:8080/wp-content/themes/author-personal-blog/style.css?ver=6.8.2)
02:19:58	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:19:58%20GMT	http://localhost:8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3-UBGEe.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3-UBGEe.woff2	(from http://localhost:8080/)
02:19:58	99072/99072	---M--	200	added ('OK')	font/woff	etag:%2218300-63e1e9ea013af%22	http://localhost:8080/wp-content/themes/author-personal-blog/fonts/Roboto-Italic.woff	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/fonts/Roboto-Italic.woff	(from http://localhost:8080/wp-content/themes/author-personal-blog/style.css?ver=6.8.2)
02:19:59	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:19:59%20GMT	http://localhost:8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMawCUBGEe.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMawCUBGEe.woff2	(from http://localhost:8080/)
02:20:02	72444/72444	---M--	200	added ('OK')	font/woff2	etag:%2211afc-63e1e9ea086fe%22	http://localhost:8080/wp-content/themes/author-personal-blog/fonts/Roboto-MediumItalic.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/fonts/Roboto-MediumItalic.woff2	(from http://localhost:8080/wp-content/themes/author-personal-blog/style.css?ver=6.8.2)
02:20:02	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:20:02%20GMT	http://localhost:8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMaxKUBGEe.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMaxKUBGEe.woff2	(from http://localhost:8080/)
02:20:03	93136/93136	---M--	200	added ('OK')	font/woff	etag:%2216bd0-63e1e9ea015a5%22	http://localhost:8080/wp-content/themes/author-personal-blog/fonts/Roboto-Light.woff	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/fonts/Roboto-Light.woff	(from http://localhost:8080/wp-content/themes/author-personal-blog/style.css?ver=6.8.2)
02:20:03	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:20:03%20GMT	http://localhost:8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3OUBGEe.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3OUBGEe.woff2	(from http://localhost:8080/)
02:20:10	71320/71320	---M--	200	added ('OK')	font/woff2	etag:%2211698-63e1e9e9fedcf%22	http://localhost:8080/wp-content/themes/author-personal-blog/fonts/Roboto-BoldItalic.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/fonts/Roboto-BoldItalic.woff2	(from http://localhost:8080/wp-content/themes/author-personal-blog/style.css?ver=6.8.2)
02:20:14	100668/100668	---M--	200	added ('OK')	font/woff	etag:%221893c-63e1e9ea055f8%22	http://localhost:8080/wp-content/themes/author-personal-blog/fonts/Roboto-MediumItalic.woff	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/fonts/Roboto-MediumItalic.woff	(from http://localhost:8080/wp-content/themes/author-personal-blog/style.css?ver=6.8.2)
02:20:15	69684/69684	---M--	200	added ('OK')	font/woff2	etag:%2211034-63e1e9ea0d59d%22	http://localhost:8080/wp-content/themes/author-personal-blog/fonts/Roboto-ThinItalic.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/fonts/Roboto-ThinItalic.woff2	(from http://localhost:8080/wp-content/themes/author-personal-blog/style.css?ver=6.8.2)
02:20:15	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:20:15%20GMT	http://localhost:8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3KUBGEe.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3KUBGEe.woff2	(from http://localhost:8080/)
02:20:15	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:20:15%20GMT	http://localhost:8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3yUBA.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/fonts/roboto/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3yUBA.woff2	(from http://localhost:8080/)
02:20:15	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:20:15%20GMT	http://localhost:8080/wp-content/fonts/redacted/Z9XVDmdRShme2O_7aLTX6Oy0lw.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/fonts/redacted/Z9XVDmdRShme2O_7aLTX6Oy0lw.woff2	(from http://localhost:8080/)
02:20:18	99372/99372	---M--	200	added ('OK')	font/woff	etag:%221842c-63e1e9e9fedcf%22	http://localhost:8080/wp-content/themes/author-personal-blog/fonts/Roboto-BoldItalic.woff	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/fonts/Roboto-BoldItalic.woff	(from http://localhost:8080/wp-content/themes/author-personal-blog/style.css?ver=6.8.2)
02:20:26	66004/66004	---M--	200	added ('OK')	font/woff2	etag:%22101d4-63e1e9e9febdd%22	http://localhost:8080/wp-content/themes/author-personal-blog/fonts/Roboto-Bold.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/fonts/Roboto-Bold.woff2	(from http://localhost:8080/wp-content/themes/author-personal-blog/style.css?ver=6.8.2)
02:20:26	97892/97892	---M--	200	added ('OK')	font/woff	etag:%2217e64-63e1e9ea0bf31%22	http://localhost:8080/wp-content/themes/author-personal-blog/fonts/Roboto-ThinItalic.woff	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/fonts/Roboto-ThinItalic.woff	(from http://localhost:8080/wp-content/themes/author-personal-blog/style.css?ver=6.8.2)
02:20:26	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:20:26%20GMT	http://localhost:8080/wp-content/fonts/redacted/Z9XVDmdRShme2O_7aLTZ6Ow.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/fonts/redacted/Z9XVDmdRShme2O_7aLTZ6Ow.woff2	(from http://localhost:8080/)
02:20:26	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:20:26%20GMT	http://localhost:8080/wp-content/uploads/2025/09/New-Project.jpg	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/New-Project.jpg	(from http://localhost:8080/)
02:20:28	64228/64228	---M--	200	added ('OK')	font/woff2	etag:%22fae4-63e1e9ea0abc1%22	http://localhost:8080/wp-content/themes/author-personal-blog/fonts/Roboto-Thin.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/fonts/Roboto-Thin.woff2	(from http://localhost:8080/wp-content/themes/author-personal-blog/style.css?ver=6.8.2)
02:20:29	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:20:28%20GMT	http://localhost:8080/wp-content/uploads/2025/09/1757049631574-1024x683.jpg	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/1757049631574-1024x683.jpg	(from http://localhost:8080/)
02:20:30	93716/93716	---M--	200	added ('OK')	font/woff	etag:%2216e14-63e1e9e9fd933%22	http://localhost:8080/wp-content/themes/author-personal-blog/fonts/Roboto-Bold.woff	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/fonts/Roboto-Bold.woff	(from http://localhost:8080/wp-content/themes/author-personal-blog/style.css?ver=6.8.2)
02:20:31	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:20:30%20GMT	http://localhost:8080/wp-content/themes/author-personal-blog/assets/js/menu.js?ver=1.0	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/assets/js/menu5152.js	(from http://localhost:8080/)
02:20:37	66708/66708	---M--	200	added ('OK')	font/woff2	etag:%2210494-63e1e9ea055f8%22	http://localhost:8080/wp-content/themes/author-personal-blog/fonts/Roboto-Medium.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/fonts/Roboto-Medium.woff2	(from http://localhost:8080/wp-content/themes/author-personal-blog/style.css?ver=6.8.2)
02:20:37	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:20:37%20GMT	http://localhost:8080/wp-content/themes/author-personal-blog/assets/js/active.js?ver=1.0	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/assets/js/active5152.js	(from http://localhost:8080/)
02:20:40	91812/91812	---M--	200	added ('OK')	font/woff	etag:%22166a4-63e1e9ea09705%22	http://localhost:8080/wp-content/themes/author-personal-blog/fonts/Roboto-Thin.woff	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/fonts/Roboto-Thin.woff	(from http://localhost:8080/wp-content/themes/author-personal-blog/style.css?ver=6.8.2)
02:20:41	66244/66244	---M--	200	added ('OK')	font/woff2	etag:%22102c4-63e1e9e9f9c46%22	http://localhost:8080/wp-content/themes/author-personal-blog/fonts/Roboto-Black.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/fonts/Roboto-Black.woff2	(from http://localhost:8080/wp-content/themes/author-personal-blog/style.css?ver=6.8.2)
02:20:43	94048/94048	---M--	200	added ('OK')	font/woff	etag:%2216f60-63e1e9ea055f8%22	http://localhost:8080/wp-content/themes/author-personal-blog/fonts/Roboto-Medium.woff	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/fonts/Roboto-Medium.woff	(from http://localhost:8080/wp-content/themes/author-personal-blog/style.css?ver=6.8.2)
02:20:44	8923/8923	UR-MC-	200	added ('OK')	application/json	date:Sat,%2006%20Sep%202025%2020:20:41%20GMT	http://localhost:8080/index.php/wp-json/wp/v2/pages/10	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/wp/v2/pages/10.json	(from http://localhost:8080/index.php/about/)
02:20:44	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:20:43%20GMT	http://localhost:8080/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Findex.php%2Fabout%2F	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/oembed/1.0/embed493c.json	(from http://localhost:8080/index.php/about/)
02:20:46	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:20:44%20GMT	http://localhost:8080/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Findex.php%2Fabout%2F&format=xml	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/oembed/1.0/embedbb60	(from http://localhost:8080/index.php/about/)
02:20:51	94032/94032	---M--	200	added ('OK')	font/woff	etag:%2216f50-63e1e9e9f9c46%22	http://localhost:8080/wp-content/themes/author-personal-blog/fonts/Roboto-Black.woff	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/fonts/Roboto-Black.woff	(from http://localhost:8080/wp-content/themes/author-personal-blog/style.css?ver=6.8.2)
02:20:52	73196/73196	---M--	200	added ('OK')	font/woff2	etag:%2211dec-63e1e9e9fd29c%22	http://localhost:8080/wp-content/themes/author-personal-blog/fonts/Roboto-BlackItalic.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/fonts/Roboto-BlackItalic.woff2	(from http://localhost:8080/wp-content/themes/author-personal-blog/style.css?ver=6.8.2)
02:20:53	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:20:51%20GMT	http://localhost:8080/index.php/wp-json/wp/v2/pages/12	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/wp/v2/pages/12.json	(from http://localhost:8080/index.php/education/)
02:20:55	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:20:53%20GMT	http://localhost:8080/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Findex.php%2Feducation%2F	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/oembed/1.0/embedb521.json	(from http://localhost:8080/index.php/education/)
02:20:55	65764/65764	---M--	200	added ('OK')	font/woff2	etag:%22100e4-63e1e9ea09705%22	http://localhost:8080/wp-content/themes/author-personal-blog/fonts/Roboto-Regular.woff2	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/fonts/Roboto-Regular.woff2	(from http://localhost:8080/wp-content/themes/author-personal-blog/style.css?ver=6.8.2)
02:20:57	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:20:55%20GMT	http://localhost:8080/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Findex.php%2Feducation%2F&format=xml	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/oembed/1.0/embed9174	(from http://localhost:8080/index.php/education/)
02:20:58	101572/101572	---M--	200	added ('OK')	font/woff	etag:%2218cc4-63e1e9e9f9c46%22	http://localhost:8080/wp-content/themes/author-personal-blog/fonts/Roboto-BlackItalic.woff	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/fonts/Roboto-BlackItalic.woff	(from http://localhost:8080/wp-content/themes/author-personal-blog/style.css?ver=6.8.2)
02:20:58	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:20:57%20GMT	http://localhost:8080/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Findex.php%2Fportfolio%2F	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/oembed/1.0/embed2943.json	(from http://localhost:8080/index.php/portfolio/)
02:20:58	11439/11439	UR-MC-	200	added ('OK')	application/json	date:Sat,%2006%20Sep%202025%2020:20:56%20GMT	http://localhost:8080/index.php/wp-json/wp/v2/pages/14	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/wp/v2/pages/14.json	(from http://localhost:8080/index.php/portfolio/)
02:20:59	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:20:58%20GMT	http://localhost:8080/wp-content/uploads/2025/09/1757049631493.jpg	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/1757049631493.jpg	(from http://localhost:8080/index.php/portfolio/)
02:21:00	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:20:58%20GMT	http://localhost:8080/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%3A8080%2Findex.php%2Fportfolio%2F&format=xml	G:/website/MyLocalSite/localhost_8080/index.php/wp-json/oembed/1.0/embed0f26	(from http://localhost:8080/index.php/portfolio/)
02:21:00	16360/16360	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%223fe8-63e1e9e9ee1e1%22	http://localhost:8080/wp-content/themes/author-personal-blog/assets/icons/fonts/rswpthemes-icons.eot?y7c0f5	G:/website/MyLocalSite/localhost_8080/wp-content/themes/author-personal-blog/assets/icons/fonts/rswpthemes-icons6840.eot	(from http://localhost:8080/wp-content/themes/author-personal-blog/assets/icons/icons.css?ver=6.8.2)
02:21:00	415/415	UR-MC-	416	error ('Requested%20Range%20Not%20Satisfiable')	text/html	date:Sat,%2006%20Sep%202025%2020:21:00%20GMT	http://localhost:8080/wp-content/uploads/2025/09/1757049631510.jpg	G:/website/MyLocalSite/localhost_8080/wp-content/uploads/2025/09/1757049631510.jpg	(from http://localhost:8080/index.php/portfolio/)
